PM2_5,PM10,NO2,SO2,CO,O3,Quality
47.417853825280815,29.645158085383347,46.96572495333637,0.1,1.0281424516985989,52.45515364197642,4
31.543392470720384,40.83501610839041,45.66647185071333,4.175215295946922,2.5127024710156,48.39729427808491,4
51.19221345251731,32.07856816864572,21.269603083890175,11.19457390561121,1.301813152697682,73.7947689004884,4
73.07574641020064,53.31254140838359,51.591684435274765,22.245033663870373,1.5905692647176395,88.32077853565552,3
29.146165631916602,85.91535594385738,10.198346488467639,35.36243489910317,2.2173906066377174,67.17117360336542,4
29.146576076270485,26.86873528576386,26.916313484793427,30.41203915057647,1.4410365931510594,75.28859377926157,4
74.48032038768478,80.02461493305242,0.1,2.3101280232877173,0.1,44.56489419233964,4
54.18586822882272,26.549837829593372,71.1725303392563,14.424316067515214,2.5405875045535478,53.13512015347836,4
23.2631403516262,24.571183625093475,35.36901012109409,21.1456338305385,2.7549288299150514,87.143301839991,4
48.56400108964912,74.5578385502964,83.33768069632623,16.066893133302507,0.1,63.16778650645571,4
23.414557679688443,77.65809134022851,56.0589985303899,15.960571611975585,0.456708794338462,43.94925310592961,4
23.35675616074358,75.54229810287963,48.96196426702049,0.1,3.5238796174855107,50.81376386968438,3
41.04905678915085,10.526077753455766,28.275446114380014,2.708987732905392,1.732034678503912,75.92878225761376,5
0.1,36.02147065783848,19.0729992862516,13.955902262910902,1.503551273270365,78.15567525810373,5
0.1,74.68965776009964,50.45943147793891,0.1,1.0736165929504298,28.946721459505657,4
20.94281176897568,51.246255216916836,38.569719814540356,29.60966480014782,0.4692973491433656,59.064781876171764,4
9.679221991639405,17.789214614076073,13.214593690293981,0.1,1.3055823576936165,49.80392893616722,5
42.85618331488185,63.749538173763256,9.66283166983363,30.30257199897707,2.474422739165711,48.36160379740729,4
12.299398111969726,28.555782230255886,20.825925417128325,28.98374006706365,1.4843220406190007,83.2576987607679,4
0.1,103.83574545176637,76.4193445053246,11.844604353314235,2.1102840858930483,44.06154650265185,4
71.64121922303886,96.34524387254775,84.26555836022608,35.00822488552306,3.265707148506563,35.61057241812196,3
29.35559248783661,68.12292279066702,44.099782946178195,31.147960173873997,0.9195218195538071,29.625217390787146,4
36.688205117198095,90.8302011430932,42.978855924825766,15.365577937480392,1.8028749006584417,45.636326719858886,4
0.1,51.943740503701434,33.27359256340958,13.673605772124525,2.5043935609356778,31.618843280546123,5
21.390431886870434,72.96312483125047,21.310293033809955,36.45849178496535,0.5670963665334033,28.380455936523692,4
37.773064742746655,94.33160885906224,67.50358115214487,23.48020759111496,1.678052828065805,27.75074685832264,3
6.2251605644424295,57.36496045382938,77.47152787794272,35.67045752552214,3.372324524626361,29.236432397330017,4
44.3924504586418,42.34438485457149,22.13161828321429,0.1,1.1597496195401844,30.979190274566488,5
19.984032752029876,0.1,38.34323243150797,21.477276455291932,2.5683465380037895,59.97631804146353,4
27.707656255168082,47.50599422835518,31.00267398579664,0.1,1.3588631227902281,1.0004369348215505,5
19.95733469426508,74.70269553686934,31.595218502700458,19.61317238769855,3.29958701731699,32.45616880041191,4
81.30695461272344,78.3690028270289,63.71816510859724,30.707303125188258,0.1,47.49675231604419,4
34.66256938155165,65.13095197155229,13.760769092677563,46.087102186236535,1.564956191010284,78.71561550445347,4
8.557226776102492,33.76102715113281,49.329393818726125,5.92749907344221,0.1,43.851824023085406,5
55.56362280257973,0.1,54.56476214611731,12.114427920470256,0.7991231837191061,46.166915802933154,4
4.478908750724443,35.143547059857944,37.156976527963614,18.567006393866937,0.7931812147048053,47.801332400547004,5
40.22158987511889,40.869653868381455,57.86135653973545,5.382033478071643,1.2330436928661457,4.407808655556842,4
0.1,40.612130984299576,42.953036810749005,34.67839593183886,0.3117086493046801,66.47732752312328,4
1.795348777539239,68.55669070933773,64.34259842312224,18.948581819515645,1.4282604424404879,65.43553925528437,4
39.921530896728086,109.5702923304452,9.555893901482918,21.82935535064069,1.960466504481178,70.36240398216682,3
53.46166449988526,53.70587605523279,33.024494779862614,29.302596901612382,0.1,112.64620132570724,4
39.28420702974926,43.49804632530615,38.563737142979306,18.92432725436886,0.8650675099705284,17.536959925319756,5
32.10879294029399,42.22334560987723,0.1,7.736913077362022,4.040992132763023,12.799333384858159,4
27.47240761026778,53.73154300723142,18.280945328429304,19.054696425522994,1.8292371388658488,67.64668286497471,4
0.1,25.151187189548033,23.728014912824275,7.157279607299163,0.1,41.5627724703577,5
17.003894790132286,53.60595676238165,58.964119896467,21.619713336747292,0.1,25.359293661576487,4
23.48403072600531,63.52437008995399,25.863133073707992,34.954065812026954,1.7259042453728612,42.93593830447577,4
61.42805565547289,56.290581907234646,23.638420253880458,2.375325615915024,1.6006660385742377,34.54140937270698,3
43.59045723921153,63.72625802014343,56.349715613123834,0.1,0.9125571982991201,93.11942669492916,4
0.1,63.01242828045606,7.64178708419891,20.738749038795113,3.693314956887976,106.54530760058253,4
43.102099234869875,0.1,0.1,8.48300574884141,4.118728820868654,9.110967716413356,5
25.372942989592087,69.10610475186209,32.76815399861307,20.476179116179534,1.2356166401502766,13.086279668334079,4
18.076949992351032,29.86955463012639,11.045864638432896,24.806052809145513,2.3729568659267386,31.015799884202327,5
50.291907221021695,17.124825109881264,11.806414106807019,0.1,2.4231661713210024,32.7617989580247,4
60.774988062398776,16.86644516435011,51.46867583375964,30.34774141487813,2.555873139477577,30.618488832539526,4
58.282002977904966,63.00624831417588,57.519476758251585,2.4549724556712675,0.8599146782260961,45.14414551141216,4
14.019561919434036,43.32275218325441,55.7772843170425,19.66478074152965,3.4394492172205373,38.82912998195149,4
27.269690603719635,0.1,62.17553320614466,10.109264968423547,1.4314028037655908,16.15968517761705,4
43.2815857850891,64.3411344557685,64.82268640029604,11.720644778235584,1.9219920810251112,24.329793978400478,4
59.38862817805898,6.811756076035181,0.1,45.40936909426982,1.5020435102283103,88.65847080523909,4
23.020644053867752,54.194640755546324,49.00823919858933,24.789012811934917,1.3603138277012414,41.06379383163292,4
30.35852558340457,57.154967770191625,29.407836008608825,33.57032604430386,1.7784044599378597,39.78422770935027,4
7.341625649849295,76.56731245085135,25.05151508019128,22.264120313041143,0.314114426206483,11.989071354313168,5
5.094834397983231,103.45054359400555,51.20829264417411,29.30020361982431,0.1,38.41958181739586,4
55.31314555985495,9.059710222983753,5.394090402084963,26.26067543215178,1.2866195239862734,74.02256073918957,4
68.90600071427058,48.42578431810852,4.977827882553598,23.816842170302387,0.6195723630767308,64.88878696173515,4
33.19974696049165,41.70994114867348,52.67145488163435,36.6073386374702,2.04750367798664,70.27748244933892,4
60.088322447300605,63.01249057882887,49.755720350217956,22.347581807664053,1.9337901587116488,19.91007309809175,3
44.040900626190854,56.470063128008555,42.734653117430206,54.277228583265575,1.513480019696702,19.50955791490381,4
18.872006134871892,39.423612717901406,22.401731905537265,34.407973592186565,2.981574790554385,78.33589305435135,4
44.03489013771035,36.772934341674336,54.876592691642486,2.9068895339046534,1.4937723211370302,70.65685349669418,4
73.45091416164922,16.506474344478576,53.60605784120952,17.351754365255264,0.1,43.53843095460881,4
34.10434902225121,79.63584747219528,41.706090300949086,25.956163992360025,1.2763557583455842,71.32600671122694,4
74.11609139535015,63.776125447985876,16.45357917460457,20.667452535680553,2.67096776685501,19.925090693655278,3
0.1,77.53304593385411,31.495033085409865,30.303101284582517,0.1,18.88829730506337,4
55.54756260938059,40.68811590573459,56.756673550488856,31.955250572508103,1.4059636729500236,9.56347118713191,3
37.17617670595428,30.294935939167086,66.54382445603574,0.1,2.075462034558955,59.03676082509112,4
